sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,PHAdultMale,PHYearlingMale,PHFawnMale,PHAdultFemale,PHYearlingFemale,PHFawnFemale
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,188,0,713,0,131,0,195,0,14,0,0,0,0,9,13,40,10,8
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,136,0,191,0,719,0,130,0,193,0,14,0,0,0,0,8,10,34,11,10
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,138,0,189,0,717,0,136,0,195,0,13,0,0,0,0,6,12,36,5,8
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,191,0,718,0,136,0,191,0,14,0,0,0,0,9,10,35,5,12
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,140,0,189,0,714,0,135,0,196,0,14,0,0,0,0,4,12,39,6,7
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,188,0,714,0,131,0,191,0,14,0,0,0,0,9,13,39,10,12
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,192,0,709,0,135,0,191,0,14,0,0,0,0,9,9,44,6,12
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,132,0,192,0,711,0,134,0,196,0,14,0,0,0,0,12,9,42,7,7
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,140,0,190,0,721,0,132,0,193,0,14,0,0,0,0,4,11,32,9,10
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,187,0,717,0,133,0,197,0,14,0,0,0,0,9,14,36,8,6
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,134,0,193,0,723,0,133,0,197,0,13,0,0,0,0,10,8,30,8,6
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,194,0,712,0,132,0,187,0,14,0,0,0,0,9,7,41,9,16
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,140,0,195,0,710,0,134,0,199,0,14,0,0,0,0,4,6,43,7,4
Nordfjella Zone 1,540,144,201,753,141,203,9,1,0,4,0,0,14,random_dist,random_sampling,540,5,135,0,188,0,708,0,135,0,194,0,13,0,0,0,0,9,13,45,6,9
