sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,PHAdultMale,PHYearlingMale,PHFawnMale,PHAdultFemale,PHYearlingFemale,PHFawnFemale
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,476,5,126,0,96,0,678,0,165,0,73,0,0,0,0,0,1880,539,547,2698,558,570
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,495,5,151,0,58,0,707,0,148,0,86,0,0,0,0,0,1861,514,585,2669,575,557
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,492,5,139,0,79,0,666,0,145,0,85,0,0,0,0,0,1864,526,564,2710,578,558
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,483,5,130,0,89,0,699,0,146,0,67,0,0,0,0,0,1873,535,554,2677,577,576
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,494,5,124,0,81,0,677,0,170,0,84,0,1,0,0,0,1862,541,562,2699,553,559
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,478,5,156,0,81,0,655,0,146,0,85,0,0,0,0,0,1878,509,562,2721,577,558
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,460,5,135,0,88,0,683,0,145,0,75,0,0,0,0,0,1896,530,555,2693,578,568
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,463,5,132,0,82,0,681,0,145,0,77,0,0,0,0,0,1893,533,561,2695,578,566
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,478,5,127,0,72,0,714,0,141,0,88,0,1,0,0,0,1878,538,571,2662,582,555
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,452,5,138,0,75,0,676,0,143,0,77,0,1,0,0,0,1904,527,568,2700,580,566
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,474,5,140,0,84,0,709,0,141,0,79,0,1,0,0,0,1882,525,559,2667,582,564
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,452,5,131,0,81,0,643,0,159,0,73,0,1,0,0,0,1904,534,562,2733,564,570
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,491,5,144,0,88,0,672,0,137,0,93,0,1,0,0,0,1865,521,555,2704,586,550
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,445,5,158,0,67,0,648,0,140,0,79,0,0,0,0,0,1911,507,576,2728,583,564
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,485,5,125,0,86,0,717,0,123,0,70,0,1,0,0,0,1871,540,557,2659,600,573
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,486,5,133,0,85,0,707,0,147,0,87,0,0,0,0,0,1870,532,558,2669,576,556
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,470,5,152,0,81,0,624,0,150,0,89,0,0,0,0,0,1886,513,562,2752,573,554
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,482,5,125,0,95,0,681,0,142,0,80,0,1,0,0,0,1874,540,548,2695,581,563
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,465,5,133,0,90,0,629,0,155,0,68,0,0,0,0,0,1891,532,553,2747,568,575
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,448,5,129,0,78,0,712,0,136,0,82,0,1,0,0,0,1908,536,565,2664,587,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,465,5,133,0,70,0,653,0,143,0,80,0,0,0,0,0,1891,532,573,2723,580,563
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,462,5,137,0,84,0,679,0,129,0,94,0,2,0,0,0,1894,528,559,2697,594,549
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,445,5,138,0,87,0,662,0,154,0,82,0,0,0,0,0,1911,527,556,2714,569,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,506,5,141,0,84,0,654,0,150,0,85,0,2,0,0,0,1850,524,559,2722,573,558
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,485,5,138,0,97,0,661,0,138,0,92,0,1,0,0,0,1871,527,546,2715,585,551
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,471,5,147,0,86,0,657,0,138,0,103,0,0,0,0,0,1885,518,557,2719,585,540
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,485,5,132,0,90,0,646,0,149,0,82,0,1,0,0,0,1871,533,553,2730,574,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,465,5,132,0,98,0,646,0,122,0,88,0,1,0,0,0,1891,533,545,2730,601,555
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,485,5,120,0,79,0,677,0,142,0,80,0,0,0,0,0,1871,545,564,2699,581,563
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,418,5,131,0,97,0,693,0,164,0,82,0,0,0,0,0,1938,534,546,2683,559,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,467,5,130,0,79,0,658,0,156,0,77,0,0,0,0,0,1889,535,564,2718,567,566
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,497,5,136,0,82,0,688,0,134,0,87,0,2,0,0,0,1859,529,561,2688,589,556
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,524,5,132,0,99,0,675,0,141,0,75,0,1,0,0,0,1832,533,544,2701,582,568
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,472,5,137,0,85,0,650,0,142,0,82,0,0,0,0,0,1884,528,558,2726,581,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,468,5,125,0,69,0,695,0,148,0,69,0,1,0,0,0,1888,540,574,2681,575,574
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,497,5,117,0,87,0,682,0,137,0,86,0,0,0,0,0,1859,548,556,2694,586,557
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,462,5,135,0,80,0,691,0,160,0,67,0,1,0,0,0,1894,530,563,2685,563,576
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,477,5,131,0,88,0,645,0,148,0,89,0,1,0,0,0,1879,534,555,2731,575,554
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,468,5,132,0,82,0,658,0,144,0,92,0,2,0,0,0,1888,533,561,2718,579,551
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,490,5,135,0,82,0,671,0,148,0,82,0,1,0,0,0,1866,530,561,2705,575,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,495,5,123,0,105,0,633,0,128,0,84,0,0,0,0,0,1861,542,538,2743,595,559
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,496,5,118,0,80,0,692,0,148,0,70,0,2,0,0,0,1860,547,563,2684,575,573
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,448,5,139,0,74,0,694,0,136,0,91,0,1,0,0,0,1908,526,569,2682,587,552
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,481,5,142,0,82,0,681,0,139,0,70,0,1,0,0,0,1875,523,561,2695,584,573
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,440,5,132,0,89,0,707,0,151,0,84,0,0,0,0,0,1916,533,554,2669,572,559
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,459,5,117,0,62,0,660,0,137,0,85,0,1,0,0,0,1897,548,581,2716,586,558
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,507,5,138,0,85,0,668,0,145,0,87,0,1,0,0,0,1849,527,558,2708,578,556
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,477,5,139,0,95,0,662,0,144,0,84,0,1,0,0,0,1879,526,548,2714,579,559
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,454,5,141,0,85,0,628,0,152,0,86,0,0,0,0,0,1902,524,558,2748,571,557
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,496,5,115,0,83,0,679,0,140,0,77,0,1,0,0,0,1860,550,560,2697,583,566
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,470,5,131,0,80,0,660,0,153,0,99,0,1,0,0,0,1886,534,563,2716,570,544
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,507,5,129,0,76,0,644,0,149,0,67,0,0,0,0,0,1849,536,567,2732,574,576
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,483,5,138,0,74,0,700,0,152,0,82,0,0,0,0,0,1873,527,569,2676,571,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,480,5,118,0,86,0,679,0,141,0,88,0,1,0,0,0,1876,547,557,2697,582,555
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,438,5,148,0,85,0,713,0,126,0,87,0,1,0,0,0,1918,517,558,2663,597,556
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,469,5,131,0,79,0,673,0,131,0,78,0,0,0,0,0,1887,534,564,2703,592,565
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,472,5,146,0,84,0,692,0,145,0,95,0,0,0,0,0,1884,519,559,2684,578,548
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,495,5,138,0,76,0,681,0,148,0,80,0,1,0,0,0,1861,527,567,2695,575,563
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,488,5,130,0,79,0,711,0,150,0,77,0,1,0,0,0,1868,535,564,2665,573,566
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,486,5,138,0,98,0,693,0,142,0,86,0,1,0,0,0,1870,527,545,2683,581,557
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,421,5,135,0,93,0,698,0,153,0,87,0,1,0,0,0,1935,530,550,2678,570,556
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,468,5,132,0,81,0,715,0,150,0,82,0,0,0,0,0,1888,533,562,2661,573,561
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,434,5,147,0,90,0,669,0,145,0,76,0,0,0,0,0,1922,518,553,2707,578,567
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,451,5,125,0,76,0,711,0,133,0,74,0,0,0,0,0,1905,540,567,2665,590,569
