sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,PHAdultMale,PHYearlingMale,PHFawnMale,PHAdultFemale,PHYearlingFemale,PHFawnFemale
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,608,0,523,0,3037,0,642,0,502,0,25,0,0,0,0,57,120,339,81,141
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,594,0,509,0,3039,0,643,0,528,0,23,0,0,0,0,71,134,337,80,115
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,601,0,502,0,3045,0,643,0,511,0,24,1,1,0.042,0,64,141,331,80,132
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,601,0,507,0,3014,0,642,0,512,0,23,0,0,0,0,64,136,362,81,131
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,592,0,509,0,3072,0,651,0,519,0,25,0,0,0,0,73,134,304,72,124
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,610,0,517,0,3031,0,653,0,522,0,24,0,0,0,0,55,126,345,70,121
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,599,0,507,0,3030,0,647,0,512,0,25,0,0,0,0,66,136,346,76,131
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,601,0,518,0,3021,0,651,0,515,0,24,0,0,0,0,64,125,355,72,128
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,600,0,503,0,3022,0,650,0,520,0,24,1,1,0.042,0,65,140,354,73,123
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,595,0,509,0,3055,0,657,0,509,0,22,0,0,0,0,70,134,321,66,134
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,603,0,531,0,3016,0,650,0,514,0,24,0,0,0,0,62,112,360,73,129
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,600,0,509,0,3027,0,641,0,508,0,25,0,0,0,0,65,134,349,82,135
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,593,0,514,0,3068,0,653,0,519,0,25,0,0,0,0,72,129,308,70,124
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,602,0,507,0,3032,0,659,0,521,0,25,0,0,0,0,63,136,344,64,122
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,2356,24,596,0,532,0,3030,0,667,0,521,0,25,1,1,0.042,0,69,111,346,56,122
