sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,PHAdultMale,PHYearlingMale,PHFawnMale,PHAdultFemale,PHYearlingFemale,PHFawnFemale
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1696,16,318,0,80,0,1693,0,348,0,97,0,17,0,0,0,660,347,563,1683,375,546
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1686,16,330,0,95,0,1705,0,368,0,74,0,10,0,0,0,670,335,548,1671,355,569
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1651,16,352,0,94,0,1688,0,360,0,95,0,16,0,0,0,705,313,549,1688,363,548
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1664,16,340,0,74,0,1704,0,364,0,81,0,14,0,0,0,692,325,569,1672,359,562
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1649,16,345,0,84,0,1703,0,338,0,76,0,17,0,0,0,707,320,559,1673,385,567
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1636,16,318,0,96,0,1633,0,360,0,95,0,18,0,0,0,720,347,547,1743,363,548
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1686,16,338,0,88,0,1682,0,372,0,83,0,18,0,0,0,670,327,555,1694,351,560
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1666,16,338,0,79,0,1666,0,343,0,89,0,17,0,0,0,690,327,564,1710,380,554
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1642,16,338,0,87,0,1667,0,342,0,80,0,15,1,1,0.063,714,327,556,1709,381,563
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1618,16,332,0,82,0,1622,0,350,0,87,0,14,0,0,0,738,333,561,1754,373,556
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1650,16,329,0,86,0,1650,0,353,0,74,0,17,0,0,0,706,336,557,1726,370,569
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1612,16,338,0,90,0,1666,0,364,0,95,0,15,0,0,0,744,327,553,1710,359,548
Hardangervidda,2356,665,643,3376,723,643,18,1,0,6,0,0,25,random_dist,random_sampling,1666,16,345,0,81,0,1689,0,344,0,92,0,14,1,1,0.063,690,320,562,1687,379,551
