sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,PHAdultMale,PHYearlingMale,PHFawnMale,PHAdultFemale,PHYearlingFemale,PHFawnFemale
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2126,21,406,0,164,0,2049,0,442,0,149,0,4,0,0,0,230,259,479,1327,281,494
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2120,21,381,0,148,0,2050,0,430,0,167,0,3,1,1,0.048,236,284,495,1326,293,476
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2118,21,385,0,155,0,2034,0,440,0,140,0,3,0,0,0,238,280,488,1342,283,503
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2141,21,382,0,143,0,2018,0,429,0,141,0,2,0,0,0,215,283,500,1358,294,502
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2131,21,401,0,162,0,2009,0,433,0,140,0,4,0,0,0,225,264,481,1367,290,503
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2121,21,380,0,132,0,1977,0,417,0,156,0,2,0,0,0,235,285,511,1399,306,487
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2118,21,406,0,131,0,1992,0,451,0,163,0,3,0,0,0,238,259,512,1384,272,480
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2108,21,378,0,154,0,2007,0,440,0,144,0,4,0,0,0,248,287,489,1369,283,499
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2132,21,409,0,169,0,2021,0,396,0,185,0,4,1,1,0.048,224,256,474,1355,327,458
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2119,21,418,0,141,0,2040,0,444,0,167,0,2,0,0,0,237,247,502,1336,279,476
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2120,21,400,0,145,0,2052,0,445,0,167,0,4,0,0,0,236,265,498,1324,278,476
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2107,21,395,0,156,0,2043,0,418,0,169,0,3,0,0,0,249,270,487,1333,305,474
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2115,21,387,0,175,0,2062,0,449,0,155,0,3,0,0,0,241,278,468,1314,274,488
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2144,21,402,0,171,0,2061,0,428,0,171,0,3,0,0,0,212,263,472,1315,295,472
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2111,21,368,0,158,0,2053,0,437,0,172,0,4,0,0,0,245,297,485,1323,286,471
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2104,21,401,0,156,0,2057,0,456,0,142,0,4,0,0,0,252,264,487,1319,267,501
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2109,21,417,0,138,0,2041,0,432,0,152,0,4,0,0,0,247,248,505,1335,291,491
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2121,21,416,0,147,0,2027,0,435,0,151,0,2,0,0,0,235,249,496,1349,288,492
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2110,21,375,0,147,0,2038,0,412,0,141,0,3,0,0,0,246,290,496,1338,311,502
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2135,21,383,0,161,0,2039,0,425,0,153,0,3,0,0,0,221,282,482,1337,298,490
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2126,21,409,0,158,0,2022,0,436,0,152,0,2,0,0,0,230,256,485,1354,287,491
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2126,21,409,0,155,0,1985,0,437,0,159,0,4,0,0,0,230,256,488,1391,286,484
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2124,21,415,0,154,0,2047,0,416,0,161,0,4,0,0,0,232,250,489,1329,307,482
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2162,21,394,0,150,0,2055,0,415,0,160,0,4,0,0,0,194,271,493,1321,308,483
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2135,21,399,0,138,0,2010,0,436,0,183,0,4,0,0,0,221,266,505,1366,287,460
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2114,21,407,0,152,0,2074,0,439,0,166,0,2,0,0,0,242,258,491,1302,284,477
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2094,21,392,0,171,0,2060,0,436,0,150,0,3,0,0,0,262,273,472,1316,287,493
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2113,21,406,0,164,0,2004,0,441,0,155,0,2,0,0,0,243,259,479,1372,282,488
