sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,PHAdultMale,PHYearlingMale,PHFawnMale,PHAdultFemale,PHYearlingFemale,PHFawnFemale
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,614,0,3202,0,676,0,613,0,4,0,0,0,0,34,29,174,47,30
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,638,0,608,0,3202,0,674,0,607,0,4,0,0,0,0,27,35,174,49,36
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,638,0,617,0,3196,0,682,0,609,0,4,0,0,0,0,27,26,180,41,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,610,0,3216,0,684,0,616,0,3,0,0,0,0,32,33,160,39,27
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,610,0,3189,0,685,0,609,0,4,0,0,0,0,32,33,187,38,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,623,0,607,0,3217,0,693,0,604,0,4,0,0,0,0,42,36,159,30,39
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,628,0,610,0,3207,0,685,0,608,0,4,0,0,0,0,37,33,169,38,35
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,642,0,616,0,3199,0,689,0,610,0,4,0,0,0,0,23,27,177,34,33
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,629,0,604,0,3203,0,692,0,612,0,4,0,0,0,0,36,39,173,31,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,603,0,3209,0,684,0,616,0,4,0,0,0,0,32,40,167,39,27
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,623,0,609,0,3201,0,686,0,618,0,4,1,1,0.042,0,42,34,175,37,25
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,610,0,3203,0,687,0,611,0,4,0,0,0,0,31,33,173,36,32
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,597,0,3190,0,682,0,603,0,4,0,0,0,0,34,46,186,41,40
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,630,0,616,0,3218,0,679,0,614,0,4,0,0,0,0,35,27,158,44,29
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,609,0,3213,0,687,0,607,0,3,0,0,0,0,31,34,163,36,36
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,626,0,615,0,3205,0,688,0,615,0,4,0,0,0,0,39,28,171,35,28
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,629,0,617,0,3198,0,687,0,606,0,4,0,0,0,0,36,26,178,36,37
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,641,0,608,0,3219,0,687,0,613,0,4,0,0,0,0,24,35,157,36,30
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,629,0,612,0,3205,0,688,0,620,0,4,0,0,0,0,36,31,171,35,23
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,610,0,3183,0,683,0,611,0,4,0,0,0,0,34,33,193,40,32
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,632,0,614,0,3217,0,695,0,612,0,4,0,0,0,0,33,29,159,28,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,639,0,614,0,3203,0,689,0,614,0,4,0,0,0,0,26,29,173,34,29
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,607,0,3212,0,689,0,611,0,3,0,0,0,0,34,36,164,34,32
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,644,0,612,0,3199,0,693,0,606,0,4,0,0,0,0,21,31,177,30,37
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,620,0,611,0,3193,0,683,0,617,0,4,0,0,0,0,45,32,183,40,26
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,611,0,3236,0,684,0,605,0,4,0,0,0,0,31,32,140,39,38
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,637,0,618,0,3211,0,688,0,612,0,4,0,0,0,0,28,25,165,35,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,630,0,611,0,3196,0,680,0,619,0,4,0,0,0,0,35,32,180,43,24
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,615,0,3200,0,684,0,615,0,4,0,0,0,0,31,28,176,39,28
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,616,0,611,0,3192,0,676,0,619,0,3,0,0,0,0,49,32,184,47,24
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,622,0,606,0,3228,0,692,0,607,0,3,0,0,0,0,43,37,148,31,36
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,637,0,606,0,3219,0,677,0,612,0,4,0,0,0,0,28,37,157,46,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,635,0,613,0,3207,0,683,0,614,0,4,0,0,0,0,30,30,169,40,29
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,611,0,3221,0,686,0,616,0,4,0,0,0,0,34,32,155,37,27
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,623,0,614,0,3206,0,692,0,619,0,4,0,0,0,0,42,29,170,31,24
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,641,0,601,0,3220,0,689,0,610,0,4,0,0,0,0,24,42,156,34,33
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,616,0,3207,0,681,0,613,0,4,0,0,0,0,31,27,169,42,30
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,629,0,608,0,3209,0,679,0,611,0,4,0,0,0,0,36,35,167,44,32
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,612,0,3210,0,688,0,609,0,3,0,0,0,0,31,31,166,35,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,630,0,606,0,3212,0,690,0,608,0,4,0,0,0,0,35,37,164,33,35
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,627,0,611,0,3216,0,697,0,612,0,4,0,0,0,0,38,32,160,26,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,637,0,615,0,3209,0,689,0,618,0,4,0,0,0,0,28,28,167,34,25
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,606,0,3197,0,682,0,618,0,4,0,0,0,0,32,37,179,41,25
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,628,0,600,0,3211,0,677,0,605,0,4,0,0,0,0,37,43,165,46,38
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,615,0,3206,0,693,0,609,0,4,0,0,0,0,34,28,170,30,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,632,0,609,0,3243,0,677,0,610,0,4,0,0,0,0,33,34,133,46,33
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,626,0,611,0,3219,0,682,0,599,0,4,0,0,0,0,39,32,157,41,44
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,611,0,3201,0,694,0,619,0,4,0,0,0,0,32,32,175,29,24
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,609,0,3209,0,691,0,618,0,4,0,0,0,0,31,34,167,32,25
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,636,0,603,0,3215,0,683,0,602,0,4,0,0,0,0,29,40,161,40,41
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,631,0,616,0,3221,0,681,0,608,0,4,0,0,0,0,34,27,155,42,35
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,626,0,616,0,3217,0,684,0,606,0,4,0,0,0,0,39,27,159,39,37
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,628,0,608,0,3213,0,694,0,614,0,4,0,0,0,0,37,35,163,29,29
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,630,0,615,0,3195,0,683,0,615,0,4,0,0,0,0,35,28,181,40,28
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,628,0,615,0,3200,0,673,0,612,0,4,0,0,0,0,37,28,176,50,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,630,0,612,0,3199,0,693,0,609,0,4,0,0,0,0,35,31,177,30,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,643,0,605,0,3189,0,687,0,610,0,4,0,0,0,0,22,38,187,36,33
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,626,0,607,0,3197,0,683,0,609,0,4,0,0,0,0,39,36,179,40,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,636,0,615,0,3217,0,683,0,615,0,4,0,0,0,0,29,28,159,40,28
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,624,0,596,0,3197,0,675,0,614,0,4,0,0,0,0,41,47,179,48,29
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,635,0,622,0,3226,0,683,0,609,0,4,0,0,0,0,30,21,150,40,34
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,604,0,3200,0,688,0,608,0,4,0,0,0,0,32,39,176,35,35
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,627,0,608,0,3210,0,685,0,616,0,4,0,0,0,0,38,35,166,38,27
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,637,0,605,0,3217,0,685,0,604,0,4,0,0,0,0,28,38,159,38,39
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,622,0,606,0,3216,0,694,0,620,0,3,0,0,0,0,43,37,160,29,23
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,638,0,617,0,3191,0,685,0,616,0,4,1,1,0.042,0,27,26,185,38,27
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,635,0,610,0,3211,0,689,0,606,0,4,0,0,0,0,30,33,165,34,37
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,629,0,612,0,3215,0,686,0,613,0,3,0,0,0,0,36,31,161,37,30
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,627,0,618,0,3206,0,689,0,611,0,4,1,1,0.042,0,38,25,170,34,32
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,632,0,615,0,3204,0,682,0,612,0,4,0,0,0,0,33,28,172,41,31
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,608,0,3180,0,685,0,618,0,4,0,0,0,0,31,35,196,38,25
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,634,0,617,0,3208,0,680,0,604,0,4,0,0,0,0,31,26,168,43,39
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,633,0,613,0,3212,0,684,0,614,0,4,0,0,0,0,32,30,164,39,29
Hardangervidda,2356,665,643,3376,723,643,3,0,0,1,0,0,4,random_dist,random_sampling,2356,24,624,0,611,0,3223,0,689,0,612,0,4,0,0,0,0,41,32,153,34,31
